Gene,Chr,Start,End
SPINK6,5,147582341,147594700
HMGN1P16,5,147600923,147601205
MARCOL,5,147618088,147623143
FBXO38-DT,5,147647870,147763413
SPINK13,5,147648357,147665818
PGBD4P3,5,147687274,147687813
SPINK7,5,147691986,147695482
SPINK9,5,147715122,147719415
FBXO38,5,147763521,147822399
PRELID3BP9,5,147798217,147798819
HTR4,5,147830595,148034090
ADRB2,5,148206174,148208186
SH3TC2,5,148361713,148442625
RNU6-732P,5,148437118,148437221
MIR584,5,148441876,148441972
SH3TC2-DT,5,148442880,148489350
RN7SKP145,5,148495741,148496043
ABLIM3,5,148521056,148640105
AFAP1L1,5,148651422,148723200
GRPEL2,5,148725062,148734146
GRPEL2-AS1,5,148727679,148737205
PCYOX1L,5,148737609,148749216
IL17B,5,148753830,148783765
CARMN,5,148786408,148812399
MIR143,5,148808481,148808586
MIR145,5,148810209,148810296
CSNK1A1,5,148872545,148931002
RPL29P14,5,148924833,148925407
ARHGEF37,5,148961061,149014531
RNU6-588P,5,148986200,148986304
RN7SL868P,5,149101633,149101935
PPARGC1B,5,149109873,149234585
MIR378A,5,149112388,149112453
PDE6A,5,149237516,149324356
MFFP2,5,149310921,149312540
SLC26A2,5,149340321,149366963
TIGD6,5,149372681,149380217
HMGXB3,5,149380302,149432691
RPS20P4,5,149401094,149401613
CSF1R,5,149432858,149492928
RPL7P1,5,149473848,149474677
PDGFRB,5,149493402,149535408
CDX1,5,149546341,149564121
SLC6A7,5,149569625,149590626
CAMK2A,5,149599054,149669693
ARSI,5,149675906,149682468
TCOF1,5,149737260,149779856
CD74,5,149781202,149792473
RPS14,5,149822198,149829302
NDST1-AS1,5,149855079,149865555
NDST1,5,149877341,149937773
SYNPO,5,149980638,150038769
MYOZ3,5,150040431,150058930
RBM22,5,150070354,150080624
DCTN4,5,150088002,150138579
SMIM3,5,150158319,150176296
IRGM,5,150226083,150281964
ZNF300,5,150273961,150284542
ZNF300P1,5,150309998,150326146
LOC100419553,5,150357981,150358737
GPX3,5,150400152,150408549
TNIP1,5,150409504,150467246
ANXA6,5,150480267,150537340
PDGFRL2P,5,150553542,150560178
CCDC69,5,150560613,150603653
LOC105378230,5,150591695,150603911
GM2A,5,150632746,150650001
SLC36A3,5,150655919,150683327
SLC36A2,5,150694533,150727120
ATP6V1G1P5,5,150698986,150699339
LOC100420127,5,150757560,150758270
LOC100419720,5,150759900,150762141
SLC36A1,5,150816607,150871940
RNA5SP197,5,150857020,150857138
FAT2,5,150883653,150970892
MIR6499,5,150901648,150901709
SPARC,5,151040657,151066476
CLMAT3,5,151056506,151067471
RN7SKP232,5,151083850,151084139
ATOX1,5,151122383,151138192
RPLP1P6,5,151145221,151145930
LOC100652758,5,151149354,151151737
G3BP1,5,151151515,151192346
GLRA1,5,151202074,151304412
GLULP1,5,151228311,151230479
TRQ-CTG13-1,5,151248074,151248145
RNA5SP198,5,151255127,151255253
LINC01933,5,151338459,151650010
NMUR2,5,151771107,151784840
RPL36AP20,5,151875279,151875578
TRC-ACA1-1,5,151988596,151988771
LINC01470,5,151998525,152351909
GRIA1,5,152870230,153193429
RN7SL177P,5,153134942,153135240
LINC01861,5,153266988,153278547
FAM114A2,5,153369708,153418470
MFAP3,5,153418527,153437010
GALNT10,5,153570293,153800544
HNRNPA3P7,5,153717107,153717991
MIR1294,5,153726666,153726807
RN7SL655P,5,153728988,153729285
SAP30L-AS1,5,153769329,153825382
SAP30L,5,153825557,153840613
HAND1,5,153854532,153857787
LOC100128833,5,153872861,153874311
LOC100271907,5,153874306,153876262
CIR1P1,5,153938875,153940078
MIR3141,5,153975572,153975632
LARP1,5,154062539,154197165
MIR1303,5,154065336,154065421
RN7SL803P,5,154097944,154098249
RPL21P57,5,154108749,154109271
FAXDC2,5,154198052,154230163
MIR378H,5,154209018,154209100
CNOT8,5,154237809,154256352
GEMIN5,5,154266971,154317771
MRPL22,5,154320633,154348971
LOC100288010,5,154373732,154374001
KIF4B,5,154393315,154397701
RPL6P32,5,154490712,154491901
LOC100130088,5,154777499,154778533
PPIGP1,5,154870705,154873381
RNA5SP199,5,155272447,155272537
SGCD,5,155754174,156194799
RNU6-556P,5,156241141,156241245
PPP1R2B,5,156277306,156279539
TIMD4,5,156346303,156390237
APOOP1,5,156351100,156352010
HAVCR1,5,156456424,156486127
HAVCR2,5,156512843,156536055
MED7,5,156564435,156569876
GARIN3,5,156588857,156593275
ITK,5,156607851,156682195
CYFIP2,5,156693133,156822602
FNDC9,5,156768606,156772685
NIPAL4-DT,5,156789623,156887108
RPL26P18,5,156849412,156849932
NIPAL4,5,156887027,156901730
ADAM19,5,156904312,157002783
RNU6-390P,5,157006505,157006607
SOX30,5,157052687,157098488
C5orf52,5,157098541,157107166
SOX30P1,5,157116934,157118262
THG1L,5,157158428,157168457
LSM11,5,157170720,157187717
CLINT1,5,157212755,157286153
RNU6-260P,5,157236106,157236212
RPLP2P2,5,157358187,157358628
RNU2-48P,5,157403777,157403964
MARK2P11,5,157411652,157416992
LOC345471,5,157413123,157414724
LOC100128898,5,157504920,157505862
LOC100130177,5,157615988,157616919
LINC02227,5,157747691,157836781
EBF1,5,158122928,158526924
LINC02202,5,158527491,158544486
RNF145,5,158584417,158637061
LINC01932,5,158654723,158672135
UBLCP1,5,158690298,158713044
IL12B,5,158741788,158757495
RNU4ATAC2P,5,158745050,158745175
LOC285626,5,158758526,158789842
LINC01845,5,158875564,158893284
LINC01847,5,159203779,159298391
ADRA1B,5,159343489,159400019
GAPDHP40,5,159377298,159378576
TTC1,5,159436146,159492550
PWWP2A,5,159502889,159546457
FABP6,5,159614388,159665729
CCNJL,5,159676090,159766577
LOC727947,5,159685246,159685707
SNRPEP1,5,159753666,159754132
C1QTNF2,5,159774761,159797633
ZBED8,5,159820155,159827061
SLU7,5,159828648,159846088
PTTG1,5,159848862,159855751
MIR3142HG,5,159895258,159914433
MIR3142,5,159901451,159901532
MIR146A,5,159912359,159912457
ATP10B,5,159990127,160279218
LINC02159,5,160358785,160365633
GABRB2,5,160715443,160975410
GABRA6,5,161112727,161129598
GLRXP3,5,161177462,161178838
GABRA1,5,161274197,161326977
LINC01202,5,161337468,161428202
GABRG2,5,161494471,161582545
RNU6-164P,5,161904923,161904998
ARL2BPP5,5,162188839,162189319
MRPL57P6,5,162466287,162466612
CCNG1,5,162864577,162875205
NUDCD2,5,162873532,162887108
HMMR,5,162887638,162918947
HMMR-AS1,5,162909610,162921064
MAT2B,5,162930070,162946360
RNU6-168P,5,163223071,163223171
LOC100419716,5,163282137,163283610
LSM1P2,5,163314512,163314833
LINC02143,5,163875428,163894408
LOC102546299,5,163897285,163969990
RPS15P6,5,164027976,164028476
RNU6-209P,5,164362168,164362274
RN7SKP60,5,165036446,165036684
LOC574080,5,165209448,165210182
RPL21P59,5,165332089,165332642
RPL7P20,5,165455504,165456336
RPLP0P9,5,165809310,165809680
LINC01947,5,166332227,166353375
TENM2,5,166406034,167691162
LOC101927908,5,166591939,166595406
MIR12125,5,167592850,167592934
TENM2-AS1,5,167656588,167659377
WWC1,5,167718650,167899308
RARS1,5,167913476,167946306
FBLL1,5,167956310,167957639
PANK3,5,167975500,168006373
SLC2A3P1,5,167979499,167980658
MIR103A1,5,167987901,167987978
MIR103B1,5,167987909,167987970
RPL10P9,5,168043316,168044060
SLIT3,5,168088745,168728143
SLIT3-AS2,5,168133932,168147889
MIR218-2,5,168195151,168195260
SLIT3-AS1,5,168440232,168465003
MIR585,5,168690605,168690698
RNU6-477P,5,168979453,168979559
SPDL1,5,169010777,169031782
DOCK2,5,169064279,169510386
INSYN2B,5,169288307,169407499
MIR378E,5,169455492,169455570
FOXI1,5,169532901,169536741
KRT18P41,5,169567608,169568995
LINC01187,5,169618651,169626145
C5orf58,5,169659989,169679574
LCP2,5,169673237,169724781
LOC100128059,5,169735705,169739720
LINC01366,5,169758397,169762104
KCNIP1,5,169780491,170163636
KCNMB1,5,169801675,169816371
KCNIP1-OT1,5,169816497,169849848
KCNIP1-AS1,5,170066162,170108474
GABRP,5,170210729,170241051
RANBP17,5,170289022,170727019
RN7SL623P,5,170293839,170294148
LOC100419059,5,170323886,170331760
USP12P1,5,170678647,170680970
TLX3,5,170736252,170739143
RPL19P10,5,170771971,170772666
RN7SL339P,5,170786121,170786416
RPSAP71,5,170792599,170794697
SNORA70J,5,170793122,170793256
RPL10P8,5,170793311,170793679
MIR3912,5,170813660,170813764
NPM1,5,170814120,170837904
FGF18,5,170846651,170884630
SMIM23,5,171212821,171218140
FBXW11,5,171288553,171433642
STK10,5,171469083,171615228
EFCAB9,5,171621176,171630458
UBTD2,5,171636650,171710768
KLF3P1,5,171680784,171682715
LOC100288254,5,171712601,171725380
SH3PXD2B,5,171752185,171881529
LINC01944,5,171983728,171986017
NEURL1B,5,172068266,172118543
LOC100130394,5,172083362,172083740
MIR5003,5,172089168,172089266
LOC101928093,5,172182506,172189565
LOC401218,5,172189080,172190325
DUSP1,5,172195099,172198198
ERGIC1,5,172261254,172379686
MIR10523,5,172342086,172342161
RPL26L1-AS1,5,172381785,172386371
RPL26L1,5,172385732,172396774
LOC285591,5,172402449,172403696
ATP6V0E1,5,172410774,172462448
SNORA74B,5,172447729,172447932
CREBRF,5,172483355,172566287
CDC42P5,5,172512719,172513291
BNIP1,5,172571534,172591390
RPL7AP33,5,172652779,172653431
NKX2-5,5,172659112,172662209
RNA5SP200,5,172719520,172719622
MIR12118,5,172730733,172730820
STC2,5,172741726,172755417
MIR8056,5,172774458,172774539
RNU6-500P,5,172789137,172789243
LINC02995,5,173006637,173012071
BOD1,5,173034148,173043653
LINC01942,5,173116462,173132852
LINC01484,5,173134602,173173212
LINC01485,5,173213793,173217945
CPEB4,5,173315352,173388983
C5orf47,5,173416173,173433143
RPL12P22,5,173466754,173467225
NSG2,5,173472709,173536182
LINC01411,5,173763357,173954142
LOC724105,5,173906946,173907727
GAPDHP71,5,173940236,173941516
SUMO2P6,5,173988694,173989265
HIGD1AP3,5,174059837,174060409
MSX2,5,174151585,174157899
MIR4634,5,174178737,174178790
LINC01951,5,174346085,174422734
NIFKP2,5,174350067,174351002
ARL2BPP6,5,174717734,174718255
DRD1,5,174867039,174871185
SFXN1,5,174905563,174956745
RN7SKP148,5,175055192,175055426
HRH2,5,175085074,175137759
RNU6-226P,5,175130901,175131007
CPLX2,5,175223536,175311024
THOC3,5,175386534,175395318
OR1X1P,5,175433148,175434392
LOC100996385,5,175476681,175489058
FAM153B,5,175490058,175554145
SEPHS1P3,5,175556716,175557297
LOC643201,5,175570088,175626298
SIMC1,5,175665427,175772992
BRCC3P1,5,175735058,175736213
KIAA1191,5,175773064,175788810
ARL10,5,175792490,175808912
MIR1271,5,175794949,175795034
NOP16,5,175810949,175815599
HIGD2A,5,175815752,175816762
CLTB,5,175819456,175843570
FAF2,5,175875386,175937075
RNF44,5,175953713,175964403
CDHR2,5,175969512,176022975
RN7SL684P,5,175974434,175974727
GPRIN1,5,176022803,176037157
SNCB,5,176047083,176057535
MIR4281,5,176056440,176056501
EIF4E1B,5,176057676,176073645
TSPAN17,5,176074485,176086052
LINC01574,5,176170206,176170922
UNC5A,5,176237560,176307899
HK3,5,176307870,176326347
UIMC1,5,176332006,176433795
ZNF346,5,176449697,176508190
FGFR4,5,176513916,176525145
NSD1,5,176560016,176727214
RPL21P60,5,176691727,176692275
PRMT1P1,5,176692366,176693639
RAB24,5,176728199,176730720
PRELID1,5,176730800,176733950
MXD3,5,176732500,176739753
LMAN2,5,176758568,176778669
RPS20P17,5,176773069,176773461
RGS14,5,176784925,176799597
SLC34A1,5,176811435,176825849
PFN3,5,176827110,176827662
F12,5,176829142,176836565
GRK6,5,176853677,176869892
PRR7-AS1,5,176864890,176874945
PRR7,5,176872996,176883287
DBN1,5,176883611,176900635
PDLIM7,5,176910395,176924605
DOK3,5,176928905,176938101
DDX41,5,176938578,176943962
FAM193B,5,176946789,176981564
TMED9,5,177019204,177024243
B4GALT7,5,177027133,177037331
LOC202181,5,177045501,177099278
FAM153A,5,177138050,177210426
LOC100419951,5,177224093,177224605
LOC105377752,5,177228080,177236508
OR1X5P,5,177263413,177264664
LOC728554,5,177302262,177311269
LOC100128340,5,177366528,177386801
SUDS3P1,5,177398181,177400822
PROP1,5,177419236,177423243
LOC100288656,5,177434219,177434509
FAM153CP,5,177434693,177490589
RPL19P9,5,177482573,177483269
N4BP3,5,177540533,177553082
RMND5B,5,177558015,177577569
NHP2,5,177576464,177580886
LOC645853,5,177592676,177593610
GMCL2,5,177611506,177614372
HNRNPAB,5,177631534,177638164
PHYKPL,5,177635472,177659823
COL23A1,5,177664619,178017394
MRPL50P3,5,177771818,177772518
RN7SL646P,5,177804925,177805221
CLK4,5,178029665,178054051
RN7SKP70,5,178046729,178046999
VN2R2P,5,178089169,178089854
MSANTD5,5,178121573,178124762
ZNF354A,5,178138513,178157660
AACSP1,5,178191862,178245436
LOC100129457,5,178267098,178268137
ZNF354B,5,178286954,178312021
RNU1-39P,5,178311716,178311880
ZFP2,5,178322914,178360213
LOC100422593,5,178336594,178337864
PIGFP1,5,178349021,178349915
ZNF454,5,178368199,178393434
GRM6,5,178405328,178422321
LOC100288803,5,178424772,178425815
ZNF879,5,178450805,178462065
ZNF354C,5,178487374,178510978
ADAMTS2,5,178537854,178772462
LOC100289470,5,178949497,178952175
RUFY1,5,178977555,179037013
PRDX2P3,5,178999088,178999874
RUFY1-AS1,5,179022905,179030742
HNRNPH1,5,179041179,179061785
C5orf60,5,179068545,179072047
LOC100502572,5,179078284,179080234
LOC105377763,5,179084763,179101296
CBY3,5,179105561,179108035
HMGB3P22,5,179121179,179121787
CANX,5,179125428,179158642
MAML1,5,179159823,179204284
LOC100884169,5,179211377,179211902
LTC4S,5,179220987,179223648
MGAT4B,5,179224597,179233866
MIR1229,5,179225278,179225346
SQSTM1,5,179233393,179265078
MRNIP,5,179264276,179285817
RN7SKP150,5,179272832,179273068
MRNIP-DT,5,179286003,179288283
TBC1D9B,5,179289071,179334897
RPS15AP18,5,179360775,179361226
RNF130,5,179382067,179498759
MIR340,5,179442303,179442397
LOC646058,5,179512609,179514055
RASGEF1C,5,179527795,179636211
RPS8P7,5,179653333,179654022
MAPK9,5,179660143,179719083
LOC100419721,5,179684680,179685711
GFPT2,5,179727698,179780336
RNU6-525P,5,179871509,179871612
CNOT6,5,179921379,180005358
LOC100329129,5,179960778,179961658
SCGB3A1,5,180017105,180018499
FLT4,5,180028506,180076600
LOC100420514,5,180098894,180099600
LINC02222,5,180111096,180113543
OR2AI1P,5,180119835,180120763
RNU1-17P,5,180156586,180156737
OR2Y1,5,180166123,180167058
MGAT1,5,180211780,180242616
HEIH,5,180256954,180258618
LINC00847,5,180257957,180262726
ZFP62,5,180274611,180288276
BTNL8,5,180326159,180377906
RPS29P12,5,180372726,180372987
LOC100128762,5,180393990,180394672
LOC100419853,5,180394671,180395572
ARPP19P1,5,180409174,180414560
BTNL3,5,180415846,180433727
RNU6-1036P,5,180434281,180434384
BTNL9,5,180467266,180488521
MIR8089,5,180470403,180470484
RPL13P10,5,180492155,180492680
TRV-CAC1-2,5,180524070,180524142
TRL-AAG1-1,5,180524474,180524555
FOXO1B,5,180525776,180527790
TRL-AAG1-2,5,180528840,180528921
TRV-CAC1-3,5,180529253,180529325
LOC729707,5,180541026,180542854
OR2V1,5,180550122,180558169
OR2V2,5,180574586,180586285
TRV-AAC1-2,5,180591154,180591226
TRL-AAG7-1,5,180591564,180591645
TRV-AAC1-3,5,180596610,180596682
TRV-CAC1-4,5,180600650,180600722
TRL-AAG1-3,5,180601044,180601125
TRL-AAG2-1,5,180614701,180614782
TRV-AAC2-1,5,180615416,180615488
TRP-TGG3-1,5,180615854,180615925
LINC01962,5,180618046,180618908
TRT-TGT6-1,5,180618687,180618758
TRIM7,5,180620924,180632196
TRA-TGC3-1,5,180633868,180633939
TRK-CTT2-2,5,180634755,180634827
TRV-AAC1-4,5,180645270,180645342
TRK-CTT2-3,5,180648979,180649051
TRV-CAC1-5,5,180649395,180649467
MIR4638,5,180649566,180649633
TRIM41,5,180650281,180662808
RACK1,5,180663897,180670906
SNORD96A,5,180668818,180668889
SNORD95,5,180670314,180670376
CTC-338M12.4,5,180673541,180684587
TRIM52,5,180682147,180688144
TRIM52-AS1,5,180688213,180699308
RNU6-705P,5,180728968,180729071
LOC100132062,5,180750507,180755196
CICP15,5,180755133,180758897
SEPTIN14P5,5,180760742,180763325
OR4F3,5,180769143,180797031
WBP1LP4,5,180805696,180806202
RPL23AP45,5,180898953,180899480
WBP1LP12,6,94943,95449
OR4F1P,6,105919,106856
SEPTIN14P6,6,140264,148159
CICP18,6,142230,145994
LOC285766,6,181466,205484
DUSP22,6,292487,351355
IRF4,6,391752,411443
EXOC2,6,485154,693139
HUS1B,6,655939,657100
LOC100421511,6,669080,670307
LOC101927691,6,868498,876613
LINC01622,6,961241,1101567
FOXQ1,6,1312333,1314993
FOXF2,6,1389811,1395838
MIR6720,6,1390549,1390646
RN7SL352P,6,1507557,1507833
ELF2P2,6,1512576,1515800
FOXCUT,6,1605766,1607593
FOXC1,6,1610150,1614132
GMDS,6,1624041,2245839
GMDS-DT,6,2245987,2413825
HMGN2P28,6,2341591,2342734
LINC01600,6,2622147,2634837
LINC02521,6,2634734,2640793
MYLK4,6,2663871,2770610
WRNIP1,6,2765627,2787186
SERPINB1,6,2832566,2842097
MIR4645,6,2854265,2854341
SERPINB9P1,6,2854891,2876744
SERPINB9-AS1,6,2884222,2900910
SERPINB9,6,2887504,2903543
SERPINB6,6,2948393,2972027
LINC01011,6,2988201,2991405
NQO2,6,3000128,3019989
HTATSF1P2,6,3019193,3024124
LOC101927759,6,3024297,3027668
FAM136BP,6,3045597,3046234
SERPINB8P1,6,3049072,3049468
RIPK1,6,3064201,3115421
RNA5SP201,6,3088920,3089043
BPHL,6,3118610,3153812
TUBB2A,6,3153900,3157778
TUBB2BP1,6,3177276,3179948
LINC02525,6,3183051,3196001
TUBB2B,6,3224511,3227887
LOC100422781,6,3231637,3240217
PSMG4,6,3259181,3268283
SLC22A23,6,3269207,3457284
LOC643327,6,3455937,3469244
LOC100129626,6,3693790,3694342
PXDC1,6,3722853,3751947
FAM50B,6,3849607,3851551
RPS25P7,6,3914110,3914555
TDGF1P4,6,3941468,3942241
GLRX3P2,6,3978275,3979603
PRPF4B,6,4021534,4065217
FAM217A,6,4068601,4079371
C6orf201,6,4079443,4130999
ECI2,6,4115940,4135809
ECI2-DT,6,4136306,4157619
LOC102724096,6,4186554,4190263
LOC100129052,6,4189302,4190242
RNA5SP202,6,4428197,4428315
LINC02533,6,4489032,4496005
KU-MEL-3,6,4610799,4612153
PSMC1P11,6,4702691,4704237
CDYL,6,4706372,4955778
RPS18P8,6,4979263,4979769
RPP40,6,4994951,5004271
LYRM4-AS1,6,5004050,5240729
LOC442155,6,5065841,5067275
LYRM4,6,5068561,5261183
PPP1R3G,6,5085575,5089721
MIR3691,6,5148467,5148556
FARS2,6,5261240,5771816
FARS2-AS1,6,5452701,5458308
HNRNPA1P37,6,5608964,5610514
LOC101927950,6,5665218,5695505
RPL34P16,6,5788543,5788963
RN7SL221P,6,5918797,5919077
PKMP5,6,5972557,5974638
NRN1,6,5998232,6007751
F13A1,6,6144317,6320895
MIR7853,6,6169537,6169668
MIR5683,6,6169567,6169642
LY86-AS1,6,6346698,6623059
SNAPC5P1,6,6347320,6347600
CNN3P1,6,6534813,6536061
LY86,6,6588953,6655215
BTF3P7,6,6794889,6795734
RN7SL554P,6,6938839,6939130
RREB1,6,7107976,7252213
SSR1,6,7281376,7313432
CAGE1,6,7326892,7389975
RPS3P4,6,7339064,7339831
LOC100422646,6,7340977,7342788
RIOK1,6,7390041,7418270
HNRNPLP1,6,7481097,7482828
RPS26P29,6,7506409,7506851
LOC644051,6,7516327,7518111
DSP,6,7541904,7586947
SNRNP48,6,7590431,7612200
RPL29P1,6,7620656,7621118
BMP6,6,7726332,7881961
BLOC1S5-TXNDC5,6,7881483,8064647
TXNDC5,6,7881750,7911021
PIP5K1P1,6,7986335,7990577
EEF1E1-BLOC1S5,6,8013800,8102828
BLOC1S5,6,8013800,8064647
EEF1E1,6,8073593,8102781
SCARNA27,6,8086641,8086766
SLC35B3,6,8411668,8435800
LOC100506207,6,8435856,8785678
HULC,6,8652442,8654079
OFCC1,6,9705211,10211841
RPL7AP36,6,10118667,10119545
RPL21P62,6,10214083,10214635
RNU6ATAC21P,6,10222269,10222394
LOC442161,6,10365546,10366825
TFAP2A,6,10396910,10419892
TFAP2A-AS2,6,10404735,10408160
TFAP2A-AS1,6,10412551,10416402
LINC00518,6,10428018,10435055
MIR5689HG,6,10434562,10457014
MIR5689,6,10439950,10440027
MRPL48P1,6,10459910,10460822
LOC100422564,6,10514418,10515179
GCNT2,6,10521584,10629601
RPL21P63,6,10574945,10575472
GCNT2P1,6,10633993,10635063
C6orf52,6,10671655,10695030
PAK1IP1,6,10695205,10710015
TMEM14C,6,10723303,10731360
TMEM14B,6,10747992,10760007
RNA5SP203,6,10753024,10753159
MAK,6,10762956,10838772
GCM2,6,10873456,10882274
SYCP2L,6,10887285,10974542
LOC101928191,6,10932550,10954322
ELOVL2,6,10980992,11044538
LOC100421248,6,11015679,11016216
ELOVL2-AS1,6,11043991,11079377
SMIM13,6,11094067,11138966
ERVFRD-1,6,11102722,11111958
NEDD9,6,11183531,11382581
RNU1-64P,6,11503742,11503904
THAP12P5,6,11514425,11516622
TMEM170B,6,11537982,11583757
ADTRP,6,11713756,11779036
AMD1P4,6,11861659,11862932
LOC101928253,6,11990576,12001477
HIVEP1,6,12012545,12165232
EDN1,6,12290594,12297427
SUMO2P12,6,12319685,12319824
RN7SKP293,6,12406718,12407013
RPL15P3,6,12514302,12515007
LINC02530,6,12583000,12585636
PHACTR1,6,12716999,13288069
RNU1-11P,6,13214272,13214487
TBC1D7-LOC100130357,6,13266768,13328769
LOC100130357,6,13273326,13295818
TBC1D7,6,13305183,13328769
GFOD1,6,13358062,13487832
GFOD1-AS1,6,13486493,13487003
RPS4XP7,6,13521445,13522348
RN7SKP204,6,13547936,13548188
SIRT5,6,13574506,13615390
NOL7,6,13615567,13632702
RANBP9,6,13621730,13712067
MCUR1,6,13786789,13814789
RNF182,6,13924677,13980541
MRPL35P1,6,13949323,13949841
CD83,6,14117487,14137149
RNU7-133P,6,14156693,14156754
LINC01108,6,14280358,14285685
RNU6-793P,6,14646766,14646869
RPL6P17,6,15103177,15104442
RN7SL332P,6,15113199,15113452
JARID2,6,15246300,15522273
JARID2-AS1,6,15248046,15248927
RNU6-522P,6,15315151,15315257
RNU6-645P,6,15324598,15324703
DTNBP1,6,15523038,15663289
ARPC3P5,6,15934974,15935745
MDH1P2,6,16108024,16109022
MYLIP,6,16129317,16148479
MIR4639,6,16141787,16141855
LOC100131159,6,16161165,16162898
MRPL42P2,6,16171698,16172390
RNU6-1114P,6,16205245,16205351
GMPR,6,16238818,16295780
ATXN1,6,16299343,16761691
ATXN1-AS1,6,16761369,16767114
STMND1,6,17102281,17131609
RBM24,6,17281592,17294102
LOC100421092,6,17381718,17382258
CAP2,6,17393826,17558011
LOC101928491,6,17501591,17511496
RPL7P26,6,17531059,17531688
SUMO2P13,6,17582265,17582536
FAM8A1,6,17600533,17611946
NUP153,6,17615268,17707156
RNU6-190P,6,17619764,17619865
NUP153-AS1,6,17706361,17711258
RNA5SP204,6,17722017,17722134
KIF13A,6,17759357,17987866
RPS12P12,6,17953800,17954173
NHLRC1,6,18120671,18122908
TPMT,6,18128542,18155400
KDM1B,6,18155653,18224085
DEK,6,18224091,18264761
RNU6-263P,6,18307206,18307309
DDX18P3,6,18363327,18365692
IMPDH1P9,6,18366247,18368950
RNF144B,6,18387581,18469101
MIR548A1HG,6,18522978,18723129
MIR548A1,6,18572015,18572111
TRQ-CTG1-1,6,18836402,18836473
LOC101928519,6,19068774,19180711
RPL21P61,6,19143884,19144426
RPL5P20,6,19348345,19349364
RNA5SP205,6,19438514,19438649
LOC105374960,6,19450052,19459579
KRT18P38,6,19612919,19614321
UQCRFS1P3,6,19638074,19639428
RNU6-801P,6,19642656,19642760
LNC-LBCS,6,19729652,19804990
ID4,6,19837601,19842428
RPL29P17,6,20042567,20043216
MBOAT1,6,20099915,20212700
E2F3,6,20402110,20493945
RN7SL128P,6,20421888,20422118
E2F3-IT1,6,20438052,20440409
RNU6-141P,6,20452600,20452704
CDKAL1,6,20534688,21232635
RPL36AP25,6,20722512,20722801
RNU6-150P,6,20993705,20993799
LINC00581,6,21486292,21512123
SOX4,6,21593982,21598850
BOLA2P3,6,21602359,21602614
CASC15,6,21666644,22196049
RN7SKP240,6,22085774,22086020
NBAT1,6,22134831,22147422
PRL,6,22287475,22303064
HDGFL1,6,22569795,22571895
LINC03005,6,22643739,22718153
RPL6P18,6,23102887,23103805
RNU6-1060P,6,23125210,23125315
LOC100129616,6,23854665,23855685
SPTLC1P2,6,23856792,23857064
LOC100128365,6,23971994,23973579
HNRNPA1P58,6,24002050,24002854
NRSN1,6,24126443,24147758
DCDC2,6,24171983,24383520
KAAG1,6,24357131,24358513
RNU6-391P,6,24365879,24365982
MRS2,6,24403164,24426418
GPLD1,6,24426060,24489806
ALDH5A1,6,24495197,24537435
KIAA0319,6,24544335,24646419
KRT8P43,6,24598180,24600214
TDP2,6,24650207,24667127
ACOT13,6,24667305,24705274
C6orf62,6,24705089,24719382
LOC100289381,6,24750705,24751859
GMNN,6,24775165,24786327
ARMH2,6,24797563,24799145
RIPOR2,6,24804512,25042396
MTCO2P33,6,24948108,24948572
PPIAP29,6,24976605,24977415
ASS1P1,6,25023237,25024812
RN7SL334P,6,25031237,25031515
CMAHP,6,25081295,25138620
NUP50P2,6,25139892,25141869
LOC100132239,6,25152753,25155648
RNY5P5,6,25192641,25192714
LOC100533655,6,25218937,25221396
LOC101928663,6,25245144,25261635
KATNBL1P5,6,25248417,25249008
RPL21P68,6,25261427,25261986
CARMIL1,6,25279602,25620758
RNU6-987P,6,25383827,25383930
SCGN,6,25652443,25702011
PRELID1P2,6,25679007,25679651
H2AC1,6,25726291,25726790
H2BC1,6,25727005,25727573
H2BC2P,6,25731956,25732394
H2AC2P,6,25732609,25737933
SLC17A4,6,25754927,25781427
SLC17A1,6,25783143,25832280
SLC17A3,6,25845084,25874471
H2AC3P,6,25882154,25882644
H2BP5,6,25885647,25885979
SLC17A2,6,25912982,25930919
TRIM38,6,25963030,25991459
H3P26,6,26016335,26017069
H1-1,6,26017260,26018015
H3C1,6,26020679,26021186
H4C1,6,26021877,26022278
H4C2,6,26027124,26027511
H3C2,6,26031817,26032327
H2AC4,6,26033320,26033846
H2BC3,6,26043455,26043941
H2AC5P,6,26044128,26044778
H3C3,6,26045612,26046097
H1-2,6,26055968,26056698
HFE-AS1,6,26086518,26091262
HFE,6,26087657,26098571
H4C3,6,26104161,26104565
H1-6,6,26107640,26108363
H2BC4,6,26113398,26124154
H2AC6,6,26124400,26124918
H1-4,6,26156557,26157343
H2BC5,6,26158349,26171577
LARP1P1,6,26164261,26168404
H2BC6,6,26183989,26184458
H4C4,6,26188938,26189340
H1-12P,6,26195794,26195999
H3C4,6,26197012,26199521
H2AC7,6,26199012,26199521
H2BC7,6,26199744,26200216
RPS10P1,6,26202351,26202933
H4C5,6,26204838,26205249
H2BC8,6,26216428,26216916
H2AC8,6,26217149,26217665
H3C5P,6,26219273,26219468
H3C6,6,26224406,26227701
H2AC9P,6,26233350,26233483
H1-3,6,26234440,26235215
H4C6,6,26240621,26241021
H4C7,6,26246839,26247224
H3C7,6,26250370,26250863
H2BC9,6,26251842,26252303
H3C8,6,26271146,26271641
H2AC10P,6,26272421,26272768
H2BC10,6,26273159,26273640
